"book_name","book_price","book_store","book_author"
"英文原版 Genius: The Game","¥81.00","中国学术书店","Leopoldo Gout"
"LITTLE DORRIT（ISBN=9780375759147）","¥43.00","","Charles Dickens 著"
"英文原版Superman: For Tomorrow，超人：明日之战[平装]，ISBN=9781401237806","¥147.00","中国学术书店","Brian Azzarello"
"英文原版Five Minds for the Future，5种必备思想（哈佛商业评论系列）","¥87.50","中国学术书店","Howard Gardner"
"GHOST WRITER, THE(ISBN=9780679748984) 英文原版","¥47.19","","Philip Roth 著"
"Chekhov Plays (Wordsworth Classics)契诃夫戏剧","¥33.10","","Anton Chekhov 著"
"ANATOMY LESSON, THE(ISBN=9780679749028)","¥60.50","","Philip Roth 著"
"The Return of the Native","¥17.70","","Thomas Hardy 著"
"JUDE THE OBSCURE（ISBN=9780553211917）","¥22.20","","本社 编"
"RABBIT REDUX(ISBN=9780449911938)","¥69.00","","John Updike 著"
"SONS AND LOVERS(ISBN=9780679405726)","¥77.90","","David Ellis 改编，D. H. Lawrence 编"
"Pride and Prejudice(ISBN=9780143105428)","¥81.60","","Jane Austen 著"
"前世今生：一个杰出的精神病医师的真实故事MANY LIVES MASTERP","¥111.80","","本社 编"
"英文原版Fight Club拳击俱乐部,ISBN=9780099765219","¥59.00","中国学术书店","Chuck Palahniuk"
"The Beautiful and Damned","¥23.65","","F. Scott Fitzgerald 著"
"Jacob’s Room (Collins Classics)2147483647","¥20.80","上海外文书店旗舰店","Virginia Woolf"
"[现货]经典小说 Jude the Obscure 无名的裘德 [平装] 英文原版JUDE THE OBSCURE","¥18.00","中图上海进口图书旗舰店","Hardy, Thomas,Hardy, T."
"IN SEARCH OF LOST TIME, VOL 2(ISBN=9780375752193)","¥73.50","","Marcel Proust 著"
"RETURN OF THE NATIVE, THE（ISBN=9780679417309）","¥95.00","","Thomas Hardy 著"
"TIME MACHINE, THE INVISIBLE MA(ISBN=9780307593849)","¥107.10","","H. G. Wells, Margaret Drabble 编"
"PRIDE & PREJUDICE（ISBN=9780679405429）","¥77.90","","Jane Austen 著"
"粉红猪小妹：菜园【现货】英文原版童书Peppa Pig and the Vegetable Garden小猪佩奇","¥90.00","中国学术书店","Candlewick Press"
"Book of 1st World War Poetry ISBN 9781853264443","¥49.30","","Clapham 著"
"IN SEARCH OF LOST TIME, VOL 3(ISBN=9780375752339)","¥73.50","","Marcel Proust 著"
"ALACLAS POLLYANNA 宝琳娜","¥22.00","","Eleanor H. Porter 著"
"Best Ghost Stories 狄更斯鬼故事精选集 9781853267345","¥17.60","","Charles Dickens 著"
"Matterhorn (Intl) 英文原版","¥68.80","","Marlantes Karl 著"
"英文原版Alignment: Using the Balanced Scorecard to Create Corpo","¥280.00","中国学术书店","Robert S. Kaplan"
"THE POEMS 诗集 （莎士比亚）(ISBN=9780553213096)","¥26.00","","William Shakespeare 著"
"英文原版The Lady of the Rivers，河流之女，平装，ISBN=9781476746319","¥63.00","中国学术书店","Philippa Gregory"
"AMERIKA（ISBN=9780805210644）","¥54.50","","Franz Kafka 著"
"Watching the English: The Hidden Rules of English Kate Fox全新正版进口版图书","¥98.00","阳光润禾图书专营店","Kate Fox"
"The Haunted Hotel and Other Stories魔鬼客栈和其他的传说 9781840225334","¥21.60","","Wilkie Collins 著"
"Henderson the Rain King（Penguin Morden Classics）雨王韩德森（世纪百大英","¥53.70","","Saul Bellow 著"
"COUNTERLIFE, THE(ISBN=9780679749042)","¥65.00","","Philip Roth 著"
"Spoon River Anthology","¥17.70","","Edgar Lee Masters 著"
"ZUCKERMAN UNBOUND(ISBN=9780679748991)","¥65.00","","Philip Roth 著"
"The Pearl John Steinbeck 9780141394909全新正版进口图书","¥68.00","阳光润禾图书专营店","John Steinbeck"
"星球大战 The Force Awakens (Star Wars)2147483647","¥50.00","上海外文书店旗舰店","Alan Dean Foster"
"THE IMPORTANCE OF BEING EARNEST AND OTHER PLAYS ISBN:978141","¥19.00","北京市图书进出口有限公司（bpiec）旗舰店","Wilde Oscar"
"ROBINSON CRUSOE（ISBN=9780679428190）","¥65.70","","Daniel Defoe 著"
"Brothers Grimm: 101 Fairy Tales","¥83.90","","Jacob Grimm，Wilhelm Grimm 著 Margaret Hunt 译"
"Naughty Girl's Guide To Life B","¥47.00","","Tomkin Marshall （汤姆金·马歇尔） 著"
"Moses Ascending (Penguin Classics) 摩西的攀登之路","¥55.30","","Samuel Selvon 编"
"The Book of the Courtier(ISBN=9780140441925)","¥62.40","","Baldesar Castiglione 著"
"Lyrical Ballads (1800) and Other Selected Poems ISBN 978184","¥42.20","","William Wordsworth 著"
"JOURNAL OF THE PLAGUE YEAR, A（ISBN=9780375757891）","¥43.00","","Daniel Defoe 著"
"The Celestial Railroad and Other Stories","¥17.70","","Nathaniel Hawthorne 著"
"The Heat Treatment of Tool Steel: An Illustrated De*ion of美国发货无法退货，约五到八周到货","¥183.00","中国学术书店","Harry Brearley"
"英文原版 I Am Number Four: The Lost Files","¥61.00","中国学术书店","Pittacus Lore"
"【中商原版】亨利四世英文原版小说英文版 Henry IV Parts 1 & 2（第一、二部分）William Sha","¥21.00","中华商务进口图书旗舰店","William Shakespeare"
"A Rhetoric of Motives [ISBN: 978-0520015463]美国发货无法退货，约五到八周到货","¥308.00","中国学术书店","Kenneth Burke"
"WUTHERING HEIGHTS（ISBN=9780679405436）","¥93.20","","Emily Bronte 著"
"The Brothers Karamazov","¥27.20","","Fyodor Dostoyevsky 著"
"Utopia (Penguin Classics)乌托邦","¥53.70","","Thomas More 著"
"HAMLET(ISBN=9780812969092)","¥31.10","","William Shakespeare 著"
"If I Die Before I Wake","¥59.00","","Sherwood King 著"
"Yeats Collected Poems ISBN 9781853264542","¥42.20","","W. B. Yeats 著"
"Evangeline (Signet Classics) 伊万杰琳","¥13.00","","Henry Wadsworth Longfellow 著"
"RAINBOW, THE(ISBN=9780375759659)","¥42.80","","D. H. Lawrence 著"
"FOUR GREAT AMERICAN CLASSICS(ISBN=9780553213621)","¥34.50","","Herman Melville 著"
"Thousand and One Nights（ISBN=9780156030922）","¥44.20","","Lara Tupper 著"
"BARBARY SHORE(ISBN=9780375700392) 英文原版","¥45.90","","Norman Mailer 著"
"Snobbery（ISBN=9780618340736）","¥58.10","","Joseph Epstein 著"
"哈佛经典28－English and American Essays","¥24.00","","（美）爱略特 主编"
"Being Gazza: Tackling My Demons（成为GAZZA）","¥115.40","","Paul Gascoigne，Hunter Davies，John McKeown 著"
"The Interior Castle; Or, the Mansions. (Including Some of H美国发货无法退货，约五到八周到货","¥63.00","中国学术书店","Saint Teresa"
"【预订】Letters of Matthew Arnold: 1848-1888 - Vol II美国库房发货，通常付款后3-5周到货！","¥367.00","中国进口图书旗舰店","George W.E. Russell"
"FAR FROM THE MADDING（ISBN=9780679405764）","¥93.20","","Thomas Hardy 著"
"Sense and Sensibility 简·奥斯汀 (Jane Austen) 9780451531018全新正版进口版图书","¥20.00","阳光润禾图书专营店","简·奥斯汀 (Jane Austen)"
"The Woman in White","¥42.20","","W Collins 著"
"GARDEN OF EARTHLY DELIGHTS, A(ISBN=9780812968347)","¥60.50","","Joyce Carol Oates 著"
"The Dialogues of Plato2147483647","¥20.80","上海外文书店旗舰店","Plato"
"SOUTH SEA TALES(ISBN=9780375759291)","¥56.00","","Jack London 著"
"INFERNO (LONGFELLOW TRANS)（ISBN=9780812967210）","¥52.00","","Dante Alighieri 著"
"CHRISTMAS STORIES(ISBN=9780307267177)","¥58.50","","Diana Secker Tesdell 著"
"H??lderlin's Hymn ""The Ister"": Holderlin's hymn ""The Ister""美国发货无法退货，约五到八周到货","¥338.00","中国学术书店","Martin Heidegger,William McNeill"
"Yeats' Poetry and Prose","¥314.00","中国进口图书旗舰店","Yeats, William Butler"
"Selected Poems（ISBN=9780156003964）","¥62.10","","Carl Sandburg 著"
"Ency of Mythology 神话故事全集","¥90.10","","Arthur Cotterell 著"
"Love Is Like Park Avenue (New Directions Paperbook) [ISBN:美国发货无法退货，约五到八周到货","¥135.00","中国学术书店","Alvin Levin,James Reidel"
"Bantam Classics: Death in Venice and Other Stories ISBN:978","¥15.00","北京市外文书店原版图书旗舰店","Thomas Mann"
"JULIUS CAESAR(ISBN=9780812969368)","¥34.50","","William Shakespeare 著"
"【预订】Late Nights on Air美国库房发货，通常付款后3-5周到货！","¥141.00","中国进口图书旗舰店","Elizabeth Hay"
"Catalina2147483647","¥55.00","上海外文书店旗舰店","W. Somerset Maugham"
"Eyewitness Leonardo Da Vinci 见证达芬奇","¥79.20","","ANDREW LANGLEY 著"
"Adventures of Sherlock Holmes","¥83.90","","Arthur Conan Doyle 著"
"MADAME BOVARY（ISBN=9780679420316）","¥81.50","","Gustave Flaubert，Victor Brombert，Francis Steegmuller 编"
"VICTORY（ISBN=9780375759086）","¥60.50","","Joseph Conrad 编"
"Selected Poems of Rossetti ISBN 9781853264290","¥49.30","","Christina Georgina Rossetti 著"
"My Antonia","¥17.70","","Willa Cather 著"
"GREAT TALES AND POEMS/POE(ISBN=9780307474773)","¥46.80","","Edgar Allan Poe 编"
"Dantalion Of The Goetia: ""The Summoning"" [ISBN: 978-1468191美国发货无法退货，约五到八周到货","¥145.00","中国学术书店","Tina M.E."
"Prophecy of the Sisters","¥39.00","",""
"NORTHANGER ABBEY（ISBN=9780679417156）","¥86.50","","Jane Austen 著"
"The Idiot Fyodor Dostoyevsky 9780451531520全新正版进口版图书","¥20.00","阳光润禾图书专营店","Fyodor Dostoyevsky"
"【预订】Phoenix Wright, Ace Attorney: Official Casebook美国库房发货，通常付款后3-5周到货！","¥116.00","中国进口图书旗舰店","Capcom"
"LAST OF THE MOHICANS","¥22.00","","James Fenimore Cooper 著"
"ARTIST OF THE FLOATING WORLD,（ISBN=9780679722663）","¥60.50","","Kazuo Ishiguro 著"
"WINTER'S TALE 冬天的故事","¥15.00","","William Shakespeare 著"
"Roughing It","¥17.70","","Mark Twain 著"
"The Purgatorio","¥17.70","","Dante Alighieri 著"
"Help, The (Film Tie-In)","¥48.60","","Kathryn Stockett 著"
"AMERICAN DREAM, AN(ISBN=9780375700705)","¥65.00","","man Mailer 著"
"TIME MACHINE, THE(ISBN=9780553213515)","¥21.50","","H.G. Wells 著"
"The Jungle Books","¥17.70","","Rudyard Kipling 著"
"Four Great American Classics2147483647","¥20.80","上海外文书店旗舰店","暂无"
"MANSFIELD PARK（ISBN=9780679412694）","¥95.00","","Jane Austen 著"
"Canterbury Tales ISBN 9781840225365","¥42.20","","Geoffrey Chaucer 著"
"MACBETH(ISBN=9780812969160)","¥25.50","","William Shakespeare 著"
"War and Peace","¥107.90","",""
"礼物 英文原版 The Present/Spencer Johnson/Bantam Books","¥68.00","中华商务进口图书旗舰店","Spencer Johnson"
"Notes From Underground2147483647","¥29.80","上海外文书店旗舰店","Fyodor Dostoyevsky"
"THE MONK 9781840221855","¥26.40","","M. Lewis 著"
"GUSTAVE FLAUBERT","¥17.60","","Gustave Flaubert 著"
"Edgar Allan Poe","¥107.90","","Edgar Allan Poe 著"
"The Peanut Butter Caper [ISBN: 978-1257933327]美国发货无法退货，约五到八周到货","¥154.00","中国学术书店","Helen VanEck Holub"
"Jules Verne(ISBN=9781607103172)","¥107.90","","Jules Verne 编"
"The Romanov Bride(ISBN=9780143115076)","¥57.40","","Robert Alexander 著"
"DANIEL DERONDA（ISBN=9780375411236）","¥108.90","","George Eliot 著"
"一个年轻艺术家的画像 英文原版APortraitoftheArtistasaYoungMan(CollinsClass","¥20.80","上海外文书店旗舰店","暂无"
"VOID MOON","¥35.20","","Michael Connelly 著"
"BRIDGET JONES S DIARY","¥47.00","","Helen Fielding 著"
"ROMEO AND JULIET(ISBN=9780812969214)","¥31.10","","William Shakespeare 著"
"Mythology 神话","¥52.80","","Edith Hamilton 著"
"The Da Vinci Code 达芬奇密码【英文原版 达芬奇密码系列、丹布朗代表作、悬疑推理】","¥41.00","中国学术书店","Dan Brown"
"英文原版The Da Vinci Code，达芬奇密码，平装，ISBN=9780307277671","¥78.00","中国学术书店","Dan Brown"
"【中商原版】概率原理 英文原版 Improbability Principle David J. Hand FSG A","¥90.00","中华商务进口图书旗舰店","David J. Hand"
"A Moveable Feast","¥50.00","中国进口图书旗舰店","Ernest Hemingway"
"蒙田全集 世界经典名著精装小说【现货】英文原版 The Complete Works (Everyman‘s Libr","¥135.00","中国学术书店","Michel de Montaigne"
"A Study of History, Vol. 1: Abridgement of Volumes I-VI [IS美国发货无法退货，约五到八周到货","¥241.00","中国学术书店","Arnold J. Toynbee"
"Jane Eyre简爱 Barnes & Noble Classics ISBN =9781593081638","¥50.60","","Charlotte Bronte 著"
"英文原版The Lost Hero(Heroes of Olympus)失落的英雄(奥林匹斯英雄)ISBN=97801","¥48.00","中国学术书店","Rick Riordan"
"The Mask of Dimitrios（Penguin Modern Classics）迪米特里奥斯之棺 （入围美","¥53.70","","Eric Ambler 著"
"The Time Keeper2147483647","¥55.00","上海外文书店旗舰店","Mitch Albom"
"乐高星球大战:西斯的复仇【现货】英文原版 LEGO Star Wars the Dark Side 乐高星球大战黑暗面","¥76.00","中国学术书店","Dk"
"Four Great Plays of Henrik Ibsen: A Doll's House, The Wild","¥22.00","","Henrik Ibsen 著"
"The Count of Monte Cristo 基督山伯爵Barnes & Noble Classics ISBN","¥50.60","","Dumas 著"
"THE LEMON TABLE(柠檬桌子）（ISBN=9781400076505）","¥54.50","","Julian Barnes 著"
"It's Modern.: The Eye and Visual Influence of Alexander Lib2147483647","¥260.00","上海外文书店旗舰店","Charles Churchward"
"Mcteague (Signet Classics) 麦克提格","¥15.00","","Frank Norris 著"
"The Restaurant at the End of the Universe 宇宙尽头的餐厅【英文原版】","¥49.00","中国学术书店","Douglas Adams"
"英文原版The Norton Anthology of English Literature,8e Volume E诺","¥88.00","中国学术书店","Stephen Greenblatt"
"英文原版 The Lion, the Witch and the Wardrobe (Full-Color Colle","¥45.00","中国学术书店","C. S. Lewis"
"英文原版My Name Is Red，我的名字叫红","¥86.00","中国学术书店","Orhan Pamuk"
"Three Comedies by William Shakespeare 莎士比亚三大喜剧","¥22.00","","本社 编"
"The Plays of Oscar Wilde (Wordsworth Classics)奥斯卡·王尔德戏剧选","¥17.60","","本社 编"
"Penguin Modern Classics: Out of Africa ISBN:9780141183336","¥50.00","北京市外文书店原版图书旗舰店","Isak Dinesen"
"英文原版Outliers: The Story of Success，异类：不一样的成功启示录，Malcolm Gla","¥58.00","中国学术书店","Malcolm Gladwell"
"英文原版The Bro Code兄弟密码ISBN=9781439110003","¥93.00","中国学术书店","Barney Stinson"
"英文原版Building Stories，建筑故事","¥203.00","中国学术书店","Chris Ware"
"英文原版 Under the Dome Stephen King 穹顶之下 斯蒂芬金英文版","¥105.00","中华商务进口图书旗舰店","King, Stephen"
"[现货]英文原版 Age of Innocence 纯真年代 经典小说出版社对经典小说不定期更换封面，同一书号即为同一本书，封面不作为退换货理由，请知悉。","¥18.00","中图上海进口图书旗舰店","Wharton, Edith,Wharton, E."
"英文原版Hamlet (Norton Critical Editions)，哈姆雷特（诺顿评论版），平装，ISBN=9","¥93.00","中国学术书店","William Shakespeare"
"【预订】Leaves of Grass: The ""Death-Bed"" Edition Y9780679600763美国库房发货，通常付款后3-5周到货！","¥193.00","中国进口图书旗舰店","Walter Whitman"
"The Best Short Works of Mark Twain 马克·吐温短篇小说集","¥22.00","","Mark Twain 著"
"【中商原版】人民公仆 英文原版 A Man of the People Chinua Achebe","¥68.00","中华商务进口图书旗舰店","Chinua Achebe"
"[现货]台湾原版 大唐李白 3·將進酒大唐李白 3·將進酒","¥114.75","中图上海进口图书旗舰店","張大春"
"英文原版Hooked on Phonics Learn to Read Pre-K Complete儿童英语拼音班学习","¥269.00","中国学术书店","Hooked On Phonics."
"The Confessions (Wordsworth Classics ) 忏悔录-卢梭 9781853264658","¥42.20","","Jean-Jacques Rousseau 著"
"Memories Of My Melancholy Whores ISBN=9780141028736","¥60.80","","Gabriel Garcia Marquez 著"
"The Norton Anthology of English Literature 诺顿英国文学选集 DEF三卷套装","¥409.80","中国学术书店","Stephen Greenblatt"
"TO THE LIGHTHOUSE(ISBN=9780679405375)","¥77.90","","Virginia Woolf 著"
"[英文原版]Unstoppable永不止步 力克《人生不设限》作者力克.胡哲励志力作","¥110.00","中华商务进口图书旗舰店","Vujicic, Nick"
"【中商原版】古希腊抒情诗：修订版 英文原版 Ancient Greek Lyrics William McCulloh","¥206.00","中华商务进口图书旗舰店","Willis Barnstone"
"SCARLET LETTER（ISBN=9780679417316）","¥73.80","","Nathaniel Hawthorne 著"
"Humboldt's Gift by Saul Bellow 索尔-贝娄著 《洪堡的礼物》","¥53.70","","Saul Bellow 著"
"BEGGAR, THE THIEF AND THE DOGS(ISBN=9780385498357) 英文原版","¥51.90","","Najib Mahfuz 著"
"【中商原版】诺顿美国文学选集D卷第7版 英文原版 Norton Anthology of American Liter诺顿美国文学选集D卷第7版 英文原版","¥148.00","中华商务进口图书旗舰店","Nina Baym"
"Mondrian2147483647","¥120.00","上海外文书店旗舰店","Susanne Deicher"
"指环王1【现货】英文原版 The Fellowship of the Ring (The Lord of the Ri","¥51.00","中国学术书店","J. R. R. Tolkien"
"In Search of Lost Time: In the Shadow of Young Girls in Flo","¥59.80","","Marcel Proust 著"
"While the Light Lasts 灯火阑珊（阿加莎侦探小说）","¥39.40","","Agatha Christie 著"
"英文原版2666 (Spanish Edition) ，小说","¥534.29","中国学术书店","Roberto Bola?o"
"52 FIGHTS","¥50.40","","Jennifer Jeanne Patterson 著"
"Bleak House","¥17.80","","Charles Dickens 著"
"[现货]台湾原版 微塵眾：紅樓夢小人物３微塵眾：紅樓夢小人物３","¥80.75","中图上海进口图书旗舰店","蔣勳"
"[现货]台湾原版 微塵眾：紅樓夢小人物5微塵眾：紅樓夢小人物5","¥80.75","中图上海进口图书旗舰店","蔣勳(Chiang Hsun)"
"SWISS FAMILY ROB 海角一乐园","¥15.00","","Johann David Wyss 著"
"Crime and Punishment罪与罚","¥17.60","","F.M.Dostoevsky 著"
"英文原版 Sharpen Your Skills Preschool (Bind-up of material fro","¥61.00","中国学术书店","Author"
"OLIVER TWIST（ISBN=9780679417248）","¥89.60","","Charles Dickens 著"
"In Search of Lost Time: The Way by Swann's: v. 1 9780141180","¥59.80","","Marcel Proust 著"
"PRINCE AND THE PAUPER 王子与贫儿","¥18.80","","`"
"As You Like It (Wordsworth Classics) 皆大欢喜","¥17.60","","William Shakespeare 著"
"英文原版 阿加莎 Cat Among the Pigeons: B2 (Collins Agatha Christie2147483647","¥30.00","上海外文书店旗舰店","Agatha Christie"
"Much Ado About Nothing (Wordsworth Classics) 无事生非","¥17.60","","William Shakespeare 著"
"你是谁(学生版) I’m Nobody! Who Are You?","¥24.50","","Emily Dickinson 著"
"Three Tragedies （by William Shakespeare）莎士比亚三大悲剧","¥22.00","","William Shakespeare 著"
"英文原版Passenger to Frankfurt，天涯过客(阿加莎侦探小说)[平装]，ISBN=978000715","¥45.00","中国学术书店","Agatha Christie"
"Northanger Abbey","¥17.70","","简·奥斯汀 (Jane Austen) 著"
"【现货】英文原版儿童书Pete the Cat’s Super Cool Reading Collection皮特猫的","¥71.00","中国学术书店","James Dean,James Dean"
"WHAT THE DOG SAW 狗看到了什么","¥110.90","","Malcolm Gladwell 著"
"The Iliad","¥17.70","","荷马 (Homer) 著"
"【预订】The Making of a Chef: Mastering Heat at the Culinary美国库房发货，通常付款后3-5周到货！","¥160.00","中国进口图书旗舰店","Michael Ruhlman"
"The Awakening Kate Chopin 9780553213300全新正版进口图书","¥20.00","阳光润禾图书专营店","Kate Chopin"
"Sense and Sensibility","¥19.70","","简·奥斯汀 (Jane Austen) 著"
"午夜交谈 Conversations At Midnight","¥17.60","","BY BERNIE SIEGEL,M.D. 著"
"[英文原版]Philosophy: Who Needs It谁需要哲学/安·兰德 Ayn Rand","¥59.00","中华商务进口图书旗舰店","安·兰德（Ayn Rand）"
"英文原版 Audrey: The 60s 黛丽.赫本60年代 精装纪念版画册","¥100.00","上海外文书店旗舰店","暂无"
"Dracula 古堡怪客 Barnes & Noble Classics ISBN 9781593081607","¥50.60","","Bram Stoker，Brooke Allen 编"
"【中商原版】[英文原版]Seize the Day及时行乐 只争朝夕Saul Bellow","¥72.00","中华商务进口图书旗舰店","Saul Bellow"
"【中商原版】神话和传说【英文原版】Myths and Legends","¥137.00","中华商务进口图书旗舰店","Philip Wilkinson"
"Specsavers National Book Awards Winner 1999: Birthday Lette全新正版进口版图书","¥108.00","阳光润禾图书专营店","Ted Hughes"
"Hamlet (Norton Critical Editions)ISBN:9780393956634","¥75.00","北京市图书进出口有限公司（bpiec）旗舰店","暂无作者信息"
"Chronicle Of A Death Foretold ISBN=9780141032467","¥60.80","","Gabriel Garcia Marquez 著"
"Mansfield Park 曼斯菲尔德庄园 Barnes & Noble Classics ISBN 9781593","¥50.60","","Austen 等著"
"TIME MACHINE 时光机器","¥22.00","","H.G. Wells 著"
"American Dream, American Nightmare: FICTION SINCE 1960 [ISB美国发货无法退货，约五到八周到货","¥289.00","中国学术书店","Kathryn Hume"
"【预订】Without Feathers美国库房发货，通常付款后3-5周到货！","¥98.00","中国进口图书旗舰店","Woody Allen"
"In Search of Lost Time: The Prisoner and the Fugitive: v. 5","¥59.80","","Marcel Proust 著"
"The Hare And The Tortoise","¥35.00","中国进口图书旗舰店","Belinda Gallagher"
"In Search of Lost Time: Finding Time Again: v. 6 9780141180","¥59.80","","Marcel Proust 著"
"Winner Take Nothing ISBN=9780099909705","¥51.00","","Ernest Hemingway 著"
"[现货]The Moonstone月亮石 英文原版 正版 书籍 小说","¥18.00","中图上海进口图书旗舰店","Collins, Wilkie,Collins, W."
"The Story of the Stone，Vol 4 红楼梦 4 9780140443714 Cao Xueqin全新正版进口图书","¥68.00","阳光润禾图书专营店","Cao Xueqin,John Minford"
"英文原版Open Secrets: Stories，公开的秘密，Alice Munro（艾丽丝·门罗），平装，ISBN2013年诺贝尔文学奖获奖作品","¥58.00","中国学术书店","Alice Munro"
"【中商原版】略萨：文化死亡札记论景观与社会 英文原版 Notes on the Death of Culture: E","¥111.00","中华商务进口图书旗舰店","Mario Vargas Llosa"
"【预订】The Mimic Men美国库房发货，通常付款后3-5周到货！","¥148.00","中国进口图书旗舰店","V. S. Naipaul"
"CHRISTMAS CAROL, A（ISBN=9780679436393）","¥58.10","","Charles Dickens 著"
"MUSEUM OF INNOCENCE, THE(ISBN=9780307386243)","¥62.10","","Orhan Pamuk 著"
"【预订】Critical Thinking Y9781441507563美国库房发货，通常付款后3-5周到货！","¥155.00","中国进口图书旗舰店","Corey Wellman"
"【现货】英文原版The Secret Daily Teachings","¥184.76","中国学术书店","Rhonda Byrne"
"A Thousand Country Roads [ISBN: 978-0446613064]美国发货无法退货，约五到八周到货","¥159.00","中国学术书店","Robert James Waller"
"Jack London: The Call of the Wild(ISBN=9781598530582)","¥40.80","","Jack London ,E. L. Doctorow 编"
"【中商原版】[英文原版]For the New Intellectual 新知/安·兰德 Ayn Rand/Signe","¥59.00","中华商务进口图书旗舰店","安·兰德（Ayn Rand）"
"In Search of Lost Time: The Guermantes Way: v. 3 9780141180","¥59.80","","Marcel Proust 著"
"英文原版The Medici Effect: What Elephants and Epidemics Can Tea","¥156.00","中国学术书店","Frans Johansson"
"英文原版Open Innovation: The New Imperative for Creating and Pr","¥108.00","中国学术书店","Henry William Chesbrough"
"Skill Sharpeners Reading, Grade 12147483647","¥80.00","上海外文书店旗舰店","Jill Norris"
"PERICLES 伯里克利","¥22.00","","William Shakespeare 著"
"英文原版World 3.0: Global Prosperity and How to Achieve It，世界进入","¥63.10","中国学术书店","Pankaj Ghemawat"
"英文原版So Long, and Thanks for All the Fish","¥49.00","中国学术书店","Douglas Adams"
"【预订】Enduring Love美国库房发货，通常付款后3-5周到货！","¥207.00","中国进口图书旗舰店","Joyce A. MckissickWeaver"
"【预订】The Mountain Between Us Y9780767927024美国库房发货，通常付款后3-5周到货！","¥116.00","中国进口图书旗舰店","Charles Martin"
"Bhagavad-Gita: The Song of God","¥19.70","","Anonymous 著"
"The Pesthouse","¥50.00","中国进口图书旗舰店","Jim Crace"
"Tales From Shakespeare","¥17.70","","Charles Lamb 著"
"【预订】Intro to Japanese Court Poetry美国库房发货，通常付款后3-5周到货！","¥269.00","中国进口图书旗舰店","Miner, Earl"
"ENDURING LOVE(ISBN=9780385494144)","¥58.50","","Ian McEwan 著"
"【预订】Three Plays: Our Town, the Skin of Our Teeth, and美国库房发货，通常付款后3-5周到货！","¥126.00","中国进口图书旗舰店","Thornton Wilder"
"英文原版 Sons and Lovers柯林斯经典文学：儿子与情人","¥21.00","中华商务进口图书旗舰店","D. H. Lawrence"
"Penguin Modern Classics Tender is the Night ISBN:9780141183","¥52.00","北京市外文书店原版图书旗舰店","F. Scott Fitzgerald"
"Justice League of America Vol. 1: World's Most Dangerous (T","¥150.75","中国学术书店","Geoff Johns"
"英文原版The Red Queen (Cousins’ War, Book 2)红皇后ISBN=97814165637","¥67.00","中国学术书店","Philippa Gregory"
"I Can Read：Level 2 系列精选2147483647","¥112.00","上海外文书店旗舰店","暂无"
"TRIAL, THE（ISBN=9780679409946）","¥77.90","","Franz Kafka , Willa Muir 编译"
"OUR MUTUAL FRIEND（ISBN=9780679420286）","¥108.00","","Charles Dickens , Andrew 编"
"【预订】Faulkner and the Southern Renaissance美国库房发货，通常付款后3-5周到货！","¥310.00","中国进口图书旗舰店","Doreen Fowler,Ann J.Abadie"
"Collected Works of Oscar Wilde 王尔德作品选 9781853263972 当当网5星级英","¥74.80","","Oscar Wilde 著"
"The Penderwicks on Gardam Street2147483647","¥50.00","上海外文书店旗舰店","Jeanne Birdsall"
"Penguin Modern Classics: One Flew Over the Cuckoo’s Nest IS","¥39.00","北京市外文书店原版图书旗舰店","Ken Kesey"
"The Prince and the Pauper 100th Anniversary Edition","¥16.80","","Mark Twain 著"
"UP AT THE VILLA(ISBN=9780375724626)","¥54.50","","W. Somerset Maugham 著"
"【预订】Waiting for the Barbarians美国库房发货，通常付款后3-5周到货！","¥112.00","中国进口图书旗舰店","J. M. Coetzee"
"Collection of Essays（ISBN=9780156186001）","¥58.50","","George Orwell 著"
"MAGIC SEEDS (EXP)(ISBN=9781400096251)","¥34.50","","V. S. Naipaul 著"
"Pudd'nhead Wilson","¥17.70","","Mark Twain 著"
"Plays 戏剧 9781840221305","¥44.80","","Christopher Marlowe 著"
"SELECTED NATHANIEL HAWTHORNE（ISBN=9780449300121）","¥30.00","","Nathaniel Hawthorne 著"
"Collected Works of Oscar Wilde(C1)王尔德作品选","¥74.80","","Oscar Wilde 著"
"AS YOU LIKE IT(ISBN=9780812969221)","¥25.50","","William Shakespeare , Jonathan Bate , Eric Rasmussen 编"
"BEACH OF FALESA, THE(ISBN=9780976140719) 英文原版","¥33.54","",""
"The Mill on the Floss","¥17.70","","George Eliot 著"
"（丁尼生诗歌）Tennyson s Poetry","¥129.30","","Alfred Tennyson，Baron Tennyson，Robert W. Hill 著"
"Anthology of Japanese Literature(ISBN=9780802150585)","¥73.00","","Donald Keene 著"
"Great Comedies and Tragedies 最伟大的悲喜剧 9781840221459","¥44.80","","William Shakespeare 著"
"Collected Poems of Rudyard Kipling ISBN 9781853264054","¥42.20","","Rudyard Kipling 著"
"THROUGH THE LOOKING GLASS","¥22.00","","LEWIS CARROLL 著"
"【预订】Pages from the Goncourt Journal美国库房发货，通常付款后3-5周到货！","¥154.00","中国进口图书旗舰店","Geoff Dyer,Edmond deGoncourt,Jules de Go"
"CAIRO TRILOGY, THE(ISBN=9780375413315)","¥135.90","","Naguib Mahfouz 著"
"SWISS FAMILY ROBINSON(ISBN=9780679436409)","¥62.10","","Johann David Wyss 著"
